asm_acc	year	geo	source	organism	phenotypes	genotypes	n_genes
GCA_002248845.1	2014	Thailand	rectal swab	Klebsiella pneumoniae subsp. pneumoniae	ceftriaxone=Resistant	aac(6')-Ib-cr5;aadA16;aph(3'')-Ib;aph(6)-Id;arr;blaCTX-M;blaSHV;blaTEM;catA1;dfrA27;dfrA5;emrD;fosA5;mph(A);mrx(A);oqxA;oqxB5;sul1;sul2;tet(A);tet(D)	21
GCA_002248945.2	2016	Thailand	rectal swab	Klebsiella quasipneumoniae subsp. similipneumoniae	colistin=Resistant	POINT:acrR_V165I;POINT:acrR_Y114F;POINT:blaSHV_C-112A;POINT:oqxR_D95E;aac(3)-IId;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(6)-Id;blaLAP;blaOKP-B;blaSHV;bleO;dfrA12;emrD;estX;fosA;mcr-3.22;mph(A);mrx(A);oqxA;oqxB;qnrS1;sul1;sul2;tet(D)	26
GCA_002248955.2	2016	Thailand	rectal swab	Klebsiella pneumoniae subsp. pneumoniae	colistin=Resistant	POINT:gyrA_D87A;POINT:gyrA_S83F;POINT:mgrB_V32G;POINT:parC_S80I;POINT:ramR_A19V;aac(3)-IId;blaSHV;bleO;catA1;emrD;fosA;mcr-3.21;oqxA;oqxB;tet(A)	15
GCA_002249125.1	2016	Thailand	sputum	Klebsiella pneumoniae subsp. pneumoniae	ceftriaxone=Resistant	POINT:blaSHV_C-112A;POINT:gyrA_S83Y;aac(3)-IIe;aac(6')-Ib-cr5;aadA16;arr;blaCTX-M;blaOXA;blaSHV;blaTEM;catA2;catB3;dfrA27;emrD;fosA;mph(A);mrx(A);oqxA;oqxB5;sul1;tet(A)	21
GCA_002249165.1	2016	Thailand	urine	Klebsiella pneumoniae subsp. pneumoniae	ceftriaxone=Resistant	POINT:gyrA_D87A;POINT:gyrA_S83F;POINT:ompK35_Q68Ter;POINT:parC_S80I;POINT:ramR_A19V;aac(6')-Ib-cr5;aadA16;arr;blaCTX-M;blaSHV;blaTEM;dfrA27;dfrA50;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;qnrB6;sul1;tet(A)	22
GCA_002249195.1	2016	Thailand	sputum	Klebsiella pneumoniae subsp. pneumoniae	ceftriaxone=Resistant	POINT:gyrA_D87A;POINT:gyrA_S83Y;POINT:parC_S80I;aac(3)-IIe;aac(6')-Ib-cr5;aadA1;aadA16;arr;blaCTX-M;blaOXA;blaSHV;blaTEM;cmlA5;emrD;ere(A);fosA;mph(A);mrx(A);oqxA;oqxB;qnrB6;sul1;tet(A)	23
GCA_002249535.1	2016	Thailand	sputum	Klebsiella pneumoniae subsp. pneumoniae	ceftriaxone=Resistant	aac(3)-IId;aac(6')-Ib-cr5;aadA2;arr;blaCTX-M;blaDHA;blaOXA;blaSHV;catB3;dfrA50;emrD;fosA;lnu(F);mph(A);mrx(A);oqxA;oqxB19;qnrB4;sul1	19
GCA_002251875.3	2016	Thailand	rectal swab	Klebsiella pneumoniae subsp. pneumoniae	colistin=Resistant	aac(3)-IVa;aadA1;aadA2;aph(3'')-Ib;aph(3')-Ia;aph(4)-Ia;aph(6)-Id;blaCTX-M;blaSHV;bleO;cmlA1;emrD;estX;fosA;mcr-3.22;mef(B);oqxA;oqxB19;sul3	19
GCA_002251895.1	2016	Thailand	rectal swab	Klebsiella pneumoniae subsp. pneumoniae	ertapenem=Resistant	POINT:gyrA_S83I;POINT:ompK35_Y108TerfsTer0;POINT:ompK36_T136TDT;POINT:parC_S80I;aadA2;blaCTX-M;blaOXA;blaSHV;blaTEM;catA1;catB;dfrA12;emrD;erm(B);fosA;mph(A);mrx(A);oqxA;qnrS1;rmtF1;sul1	21
GCA_002317885.1	2015	Thailand	rectal swab	Klebsiella pneumoniae subsp. pneumoniae	ceftriaxone=Resistant	blaCTX-M;blaSHV;emrD;fosA;oqxA;oqxB;qnrS1	7
GCA_002365935.1	2016	Thailand	food	Klebsiella pneumoniae subsp. pneumoniae	ceftriaxone=Intermediate	aac(3)-IId;blaLAP;blaSHV;catA2;dfrA14;emrD;fosA;oqxA10;oqxB19;qnrS1;tet(D)	11
GCA_002744555.1	2015	Thailand	rectal swab	Klebsiella pneumoniae subsp. pneumoniae	ceftriaxone=Intermediate	POINT:ompK35_E132K;aac(3)-IId;blaCTX-M;blaLAP;blaSHV;dfrA1;emrD;fosA;oqxA;oqxB;qnrS1;sul1;tet(A)	13
GCA_022299455.1	2017	USA	urine	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;cefazolin=Resistant;cefepime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;gentamicin=Resistant;levofloxacin=Resistant;meropenem=Resistant;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_N116PfsTer1;POINT:parC_S80I;aac(6')-Ib;aadA1;aph(3')-VI;armA;arr;blaCTX-M;blaNDM;blaOXA;blaSHV;blaTEM;ble;cmlA5;emrD;fosA;mph(E);msr(E);oqxA;oqxB;sul1	22
GCA_022299535.1	2017	USA	urine	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;cefazolin=Resistant;cefepime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftriaxone=Resistant;ciprofloxacin=Resistant;gentamicin=Resistant;levofloxacin=Resistant;meropenem=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_N116PfsTer1;POINT:parC_S80I;aac(6')-Ib;aadA1;armA;arr;blaCTX-M;blaOXA;blaSHV;blaTEM;cmlA5;emrD;fosA;mph(E);msr(E);oqxA;oqxB;sul1	19
GCA_002796405.1		NULL	null	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Intermediate;aztreonam=Susceptible;cefazolin=Resistant;cefepime=Susceptible;cefotaxime=Susceptible;cefoxitin=Resistant;ceftazidime=Susceptible;ceftriaxone=Susceptible;ciprofloxacin=Susceptible;doripenem=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;piperacillin-tazobactam=Susceptible;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83T;ampC-Kaer;emrD;fosA;oqxB	5
GCA_002796425.1		NULL	null	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Susceptible;piperacillin-tazobactam=Intermediate;tetracycline=Resistant;tigecycline=Intermediate;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_D87G;POINT:gyrA_S83I;ampC-Kaer;emrD;fosA;oqxB	6
GCA_002796525.1		NULL	null	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Susceptible;doripenem=Resistant;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Susceptible;meropenem=Resistant;piperacillin-tazobactam=Intermediate;tetracycline=Intermediate;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83T;POINT:ompK35_A105RfsTer40;ampC_Kaer;emrD;fosA;oqxB	6
GCA_002918585.2	2014	USA	null	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;ceftaroline=Resistant;ceftazidime=Resistant;chloramphenicol=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Susceptible;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87Y;POINT:gyrA_S83I;POINT:parC_S80I;aadA1;aadA2;aph(3')-Ia;blaKPC;blaSHV;cmlA1;dfrA12;emrD;estX;fosA;mph(A);mrx(A);oqxA;oqxB;qnrS1;sul1;sul3	20
GCA_002918815.1	2015	USA	null	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftaroline=Resistant;ceftazidime=Resistant;ceftriaxone=Susceptible;chloramphenicol=Resistant;ciprofloxacin=Susceptible;doripenem=Susceptible;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Susceptible;meropenem=Intermediate;piperacillin-tazobactam=Resistant;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83T;aadA1;aadA2;ampC-Kaer;blaKPC;cmlA1;dfrA12;emrD;estX;fosA;mph(A);mrx(A);oqxB;qnrS1;sul1;sul3	16
GCA_002948565.1		NULL	null	Klebsiella pneumoniae	amikacin=Intermediate;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Intermediate;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87G;POINT:gyrA_S83Y;POINT:ompK35_W230Ter;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib;aac(6')-Ib-cr5;aadA1;aph(3'')-Ib;aph(6)-Id;arr;blaCTX-M;blaOXA;blaSHV;blaTEM;catA1;cmlA5;dfrA1;emrD;ere(A);fosA;oqxA;oqxB;sat2;sul1;sul2	27
GCA_002948835.2		NULL	null	Klebsiella aerogenes	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Susceptible;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Intermediate;doripenem=Susceptible;ertapenem=Intermediate;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Susceptible;piperacillin-tazobactam=Intermediate;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83T;aadA2;ampC_Kaer;dfrA12;emrD;fosA;oqxB;qnrB;qnrB6;sul1;tet(A)	11
GCA_002968475.1		NULL	null	Klebsiella pneumoniae	amikacin=Intermediate;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aac(6')-Ib;aadA1;aadA2;aph(3')-Ia;aph(4)-Ia;blaKPC;blaSHV;catA1;cmlA1;dfrA12;dfrA50;emrD;estX;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	23
GCA_002968495.1		NULL	null	Klebsiella pneumoniae	amikacin=Intermediate;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(3)-IVa;aac(6')-Ib;aadA1;aadA2;aph(3')-Ia;aph(4)-Ia;blaKPC;blaSHV;blaTEM;catA1;cmlA1;dfrA12;emrD;estX;fosA;mph(A);mrx(A);oqxA;oqxB;sul1;sul3	24
GCA_003069525.1		NULL	null	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Intermediate;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87G;POINT:gyrA_S83Y;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib;aac(6')-Ib-cr5;aadA1;aadA2;aph(3'')-Ib;aph(3')-VI;aph(6)-Id;armA;arr;blaCTX-M;blaNDM;blaOXA;blaSHV;blaTEM;ble;cmlA5;dfrA1;dfrA12;dfrA14;emrD;ere(A);fosA;mph(E);msr(E);oqxA;oqxB;qnrB1;sat2;sul1;sul2	35
GCA_003071305.1		NULL	null	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Intermediate;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Intermediate;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87G;POINT:gyrA_S83F;POINT:ompK35_T96PfsTer7;POINT:parC_S80I;POINT:ramR_K63insTer8;aac(3)-IId;aac(6')-Ib-cr5;aadA1;aadA2;armA;blaCTX-M;blaOXA;blaSHV;dfrA12;dfrA14;emrD;fosA;sul1;sul2;tet(A)	20
GCA_003073315.1		NULL	null	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Intermediate;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;meropenem=Intermediate;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87G;POINT:gyrA_S83F;POINT:ompK35_T96PfsTer7;POINT:parC_S80I;POINT:ramR_K63insTer8;aac(3)-IId;aac(6')-Ib-cr5;aadA2;armA;blaCTX-M;blaOXA;blaSHV;dfrA12;dfrA14;emrD;fosA;sul1;sul2;tet(A)	19
GCA_003073335.1		NULL	null	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_S233LfsTer20;POINT:ompK36_N84TfsTer18;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaDHA;blaSHV;blaTEM;dfrA12;dfrA50;emrD;erm(42);floR2;fosA;oqxA;oqxB;qnrB4;rmtB1;sul2;tet(G)	24
GCA_003073675.1		NULL	null	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:ompK36_D135DGD;POINT:parC_S80I;aadA2;aph(3')-Ia;blaKPC;blaSHV;blaTEM;catA1;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	18
GCA_003074015.1		NULL	null	Klebsiella pneumoniae	amikacin=Susceptible;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Intermediate;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Susceptible;ertapenem=Susceptible;gentamicin=Resistant;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Susceptible;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87A;POINT:gyrA_S83F;POINT:parC_S80I;POINT:ramR_A19V;POINT:ramR_E125RfsTer57;aac(3)-IIe;aac(6')-Ib-cr5;ant(2'')-Ia;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaTEM;dfrA14;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul2	22
GCA_003186535.1	2016	USA	urine	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;cefepime=Susceptible;cefoxitin=Susceptible;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;levofloxacin=Susceptible;meropenem=Susceptible;nitrofurantoin=Resistant;piperacillin-tazobactam=Susceptible;tetracycline=Resistant;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaTEM;dfrA14;emrD;fosA;oqxA;oqxB;sul2;tet(A)	14
GCA_003194285.1	2012	Sweden	urine	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;azithromycin=Resistant;aztreonam=Resistant;benzylpenicillin=Resistant;cefotaxime=Resistant;ceftaroline=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;chloramphenicol=Susceptible;ciprofloxacin=Resistant;clarithromycin=Resistant;colistin=Susceptible;daptomycin=Resistant;ertapenem=Resistant;erythromycin=Resistant;fosfomycin=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Intermediate;linezolid=Resistant;meropenem=Susceptible;moxifloxacin=Resistant;piperacillin-tazobactam=Resistant;rifampin=Resistant;teicoplanin=Resistant;tigecycline=Resistant;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant;vancomycin=Resistant	POINT:gyrA_S83I;POINT:parC_S80I;aac(6')-Ib-cr5;aph(3'')-Ib;aph(6)-Id;blaCTX-M;blaOXA;blaSHV;blaTEM;dfrA14;emrD;fosA;oqxA;oqxB;sul2;tet(A)	16
GCA_003194325.1	2013	Sweden	wound	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;azithromycin=Resistant;aztreonam=Resistant;benzylpenicillin=Resistant;cefotaxime=Resistant;ceftaroline=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;chloramphenicol=Resistant;ciprofloxacin=Resistant;clarithromycin=Resistant;clindamycin=Resistant;colistin=Susceptible;daptomycin=Resistant;ertapenem=Resistant;erythromycin=Resistant;fosfomycin=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;linezolid=Resistant;meropenem=Resistant;moxifloxacin=Resistant;piperacillin-tazobactam=Resistant;rifampin=Resistant;teicoplanin=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant;vancomycin=Resistant	POINT:blaSHV_C-112A;POINT:gyrA_D87G;POINT:gyrA_S83Y;aac(6')-Ib3;aac(6')-Il;aadA1;aph(3')-Ia;blaKPC;blaSHV;blaTEM;blaVIM;dfrA1;emrD;fosA;oqxA;oqxB25;sul1	17
GCA_003203435.1	2014	Taiwan	intraabdominal abscess	Klebsiella pneumoniae	amikacin=Susceptible;cefazolin=Resistant;cefepime=Resistant;cefoxitin=Resistant;ceftriaxone=Resistant;cefuroxime=Resistant;ciprofloxacin=Resistant;colistin=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;tigecycline=Resistant	POINT:gyrA_D87G;POINT:gyrA_S83I;POINT:mgrB_N25KfsTer9;POINT:ompK35_N29TfsTer34;POINT:ompK36_D135DGD;POINT:parC_S80I;aac(3)-IId;aadA2;aph(3'')-Ib;aph(6)-Id;blaKPC;blaSHV;blaTEM;dfrA12;emrD;fosA;qnrA1;sul1;sul2	19
GCA_003204175.1		NULL	null	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Susceptible;ertapenem=Susceptible;gentamicin=Susceptible;imipenem=Susceptible;levofloxacin=Resistant;meropenem=Susceptible;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Intermediate;tobramycin=Susceptible;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_D87A;POINT:gyrA_S83F;POINT:mgrB_N25RfsTer14;POINT:ompK35_A119GfsTer13;POINT:parC_E84K;blaSHV;emrD;fosA;oqxA;oqxB;qnrB1;tet(A)	12
GCA_003204465.1		NULL	null	Klebsiella pneumoniae	amikacin=Resistant;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Intermediate;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Resistant;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_D87G;POINT:gyrA_S83F;POINT:ompK35_T96PfsTer7;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib-cr5;aadA1;aadA2;armA;arr;blaCTX-M;blaOXA;blaSHV;catA1;dfrA12;dfrA14;emrD;ere(A);fosA;sul1;sul2;tet(A)	22
GCA_003288375.1		NULL	null	Klebsiella pneumoniae	amikacin=Intermediate;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Susceptible;ceftolozane-tazobactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Susceptible;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	POINT:gyrA_S83I;POINT:ompK35_E42RfsTer47;POINT:parC_S80I;aac(6')-Ib;aadA2;aph(3')-Ia;blaKPC;blaSHV;blaTEM;catA1;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB;sul1	18
GCA_003324315.1		NULL	null	Klebsiella pneumoniae	amikacin=Intermediate;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Resistant;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftazidime-avibactam=Resistant;ceftriaxone=Resistant;ciprofloxacin=Resistant;doripenem=Resistant;ertapenem=Resistant;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Resistant;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Susceptible	POINT:gyrA_S83I;POINT:ompK35_Q78Ter;POINT:parC_S80I;aac(3)-IId;aac(6')-Ib;aadA1;blaKPC;blaSHV;blaTEM;emrD;fosA;oqxA;oqxB;qnrB19	14
GCA_003571525.1		NULL	null	Klebsiella pneumoniae	amikacin=Susceptible;amoxicillin-clavulanic acid=Resistant;ampicillin=Resistant;ampicillin-sulbactam=Resistant;aztreonam=Susceptible;cefazolin=Resistant;cefepime=Resistant;cefotaxime=Resistant;cefoxitin=Resistant;ceftazidime=Resistant;ceftriaxone=Resistant;ciprofloxacin=Susceptible;doripenem=Resistant;ertapenem=Intermediate;gentamicin=Resistant;imipenem=Resistant;levofloxacin=Susceptible;meropenem=Resistant;piperacillin-tazobactam=Resistant;tetracycline=Susceptible;tigecycline=Susceptible;tobramycin=Resistant;trimethoprim-sulfamethoxazole=Resistant	aac(6')-Il;aadA1;aadA2;ant(2'')-Ia;blaSHV;blaVIM;dfrA1;dfrA12;emrD;fosA;mph(A);mrx(A);oqxA;oqxB19;qnrA1;sul1	16
